공종,공정,공정설명,설비,물질,유해위험요인 분류,유해위험요인 원인,유해위험요인,관련근거(법규),위험 가능성,위험 중대성,위험성,감소대책
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계 기둥 하부 지반 침하로 비계 기둥이 침하되면서 붕괴,"안전보건규칙
58조 [비계의 점검 및 보수]","하
(1)","중
(2)","낮음
(2)",1. 비계 기둥 밑단에는 침하 방지 조치 실시
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계상에 자재를 과적재하여 비계가 하중을 견디지 못하고 붕괴,"안전보건규칙
제55조 [작업발판의 최대적재하중]","중
(2)","중
(2)","보통
(4)",1. 비계상에는 최대 적재 하중 표지 설치
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계상에 자재를 과적재하여 비계가 하중을 견디지 못하고 붕괴,"안전보건규칙
제55조 [작업발판의 최대적재하중]","중
(2)","중
(2)","보통
(4)",1. 비계상에는 최대 적재 하중 표지 설치
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계 설치중 인근 고압 전선과 접촉,"안전보건규칙
제322조 [충전전로 인근에서의 차량ㆍ기계장치 작업]","하
(1)","중
(2)","낮음
(2)",1. 비계 설치 작업시 인근 고압선에 방호관 설치하고 접촉하지 않도록 지휘 감독
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,"전주, 전선",전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계 설치중 인근 고압 전선과 접촉,"안전보건규칙
제322조 [충전전로 인근에서의 차량ㆍ기계장치 작업]","하
(1)","중
(2)","낮음
(2)",1. 비계 설치 작업시 인근 고압선에 방호관 설치하고 접촉하지 않도록 지휘 감독
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,작업 구간 하부에서 근로자 작업 중 물체 낙하,"안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)",1. 비계 조립 등 작업시 하부 근로자 통제
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계에 벽이음 가새 미설치로 작업 중 비계 붕괴,"안전보건규칙
58조 [비계의 점검 및 보수]","하
(1)","중
(2)","낮음
(2)",1. 비계상에는 벽이음 전용 철물을 사용하여 5m 이내마다 수직 수평으로 벽체와 긴결
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계 결속부로 전용 크램프를 사용하지 않아 비계 붕괴,"안전보건규칙
58조 [비계의 점검 및 보수]","하
(1)","중
(2)","낮음
(2)",1. 비계 결속부 벽이음 등은 전용 철물 사용하여 체결
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,비계,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),승강 설비 미설치로 비계상을 무리하게 올라가던중 추락,"안전보건규칙
제46조 [승강설비의 설치]","하
(1)","중
(2)","낮음
(2)",1. 비계상에 사다리 및 비계다리 등 승강시설 설치
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),근로자가 안전작업수칙 미숙지하고 무리하게 작업중 추락,-,"하
(1)","중
(2)","낮음
(2)",1. 작업 시작전 안전작업수칙 교육
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,안전시설물,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),비계상에 근로자가 안전대 미착용하고 임의로 올라서서 작업중 추락,"안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)",1. 비계 띠장 등에 안전 조치없이 근로자가 임의로 올라가지 못하도록 지휘 감독
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),작업지휘자 미선임하고 근로자 단독으로 작업중 추락,"안전보건규칙
제39조 [작업지휘자의 지정]","하
(1)","중
(2)","낮음
(2)",1. 비계 설치 작업시 작업 지휘자 배치하여 지휘 감독 실시
안전가시설 작업,비계,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중 비계 가설공사 ,안전시설물,,6. 작업환경요인,6.6 조직안전문화,"안전모, 안전대 등 개인보호구 미착용하고 비계상에서 작업중 부딪히거나 추락","안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)",1. 개인보호구 착용
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,비계 등 가설계단 지지물이 가설계단 하중을 견디지 못하고 붕괴,"안전보건규칙
제23조 [가설통로의 구조]","하
(1)","중
(2)","낮음
(2)","1. 가설 계단 지지물은 자중, 승강 인하물등의 중량을 충분히 견딜수 있도록 견고하게 설치"
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,비계,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"가설 통로 상부에 방호선반 미
설치로 통행중 낙하물에 맞음","안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)",1. 가설 통로 상부에 낙하물 방호선반 설치
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,가설기자재,자재,1. 기계(설비)적 요인,1.4 충돌위험 부분,"가설 계단의 수직보호망 미설
치로 승강중 자재, 공구 등 낙하","안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)",1. 가설 계단 단부 안전난간대에 수직보호망 설치
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)",가설 통로 바닥의 돌출물에 이동 중 걸려 넘어짐,"안전보건규칙
제3조 [전도의 방지]","하
(1)","중
(2)","낮음
(2)",1. 가설 통로 바닥에는 걸려 넘어질 돌출물이 없도록 정리정돈 실시
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)","가설 통로의 발판 재료가 통행
중 부러지면서 전도","안전보건규칙
제56조 [작업발판의 구조]","하
(1)","중
(2)","낮음
(2)",1. 가설 통로의 발판재료는 무너지지 않도록 견고한것 사용
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)","가설 통로의 폭이 좁아서 자재
운반중 걸려 넘어짐","안전보건규칙
제23조 [가설통로의 구조]","하
(1)","중
(2)","낮음
(2)","1. 가설 통로의 폭은 이동, 자재 운반시 용이하도록 적정한 폭 유지"
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)",가설 계단 통로 발판이 고정되지않아 탈락하면서 전도,"안전보건규칙
제56조 [작업발판의 구조]","하
(1)","중
(2)","낮음
(2)",1. 가설 계단 통로 발판은 탈락되지 않도록 고정 철저
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)","가설 통로 발판에 미끄럼 방지
조치 미실시로 이동중 미끄러짐","안전보건규칙
제3조 [전도의 방지]","하
(1)","중
(2)","낮음
(2)",1. 가설 통로 발판에 미끄럼 방지조치 실시
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),"가설 계단 단부에 안전난간대
미설치로 이동중 추락","안전보건규칙
제13조 [안전난간의 구조 및 설치요건]","하
(1)","중
(2)","낮음
(2)",1. 가설 계단 단부 추락 위험 부위에 안전난간대 설치
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),"가설 통로로 이동하려던 중 가
설통로 옆 법면단부로 추락","안전보건규칙
제13조 [안전난간의 구조 및 설치요건]","하
(1)","중
(2)","낮음
(2)",1. 가설 통로 설치시 가설통로 주변 법면단부 등 추락위험 부위에 안전난간대 설치
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,기타 가시설,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),경사 법면 등 근로자 임의 이동통로에 가설 계단 미설치로 통행중 전락,"안전보건규칙
제22조 [통로의 설치]","하
(1)","중
(2)","낮음
(2)",1. 경사 법면 등 근로자 임의 통행 등이 이루어지는 장소에 적절하게 가설통로 설치
안전가시설 작업,가설통로 또는 가설계단,건축물 공사시 재해예방을 위하여 설치하는 안전가시설 중  가설통로 또는 가설계단 가설공사,개인보호구,,6. 작업환경요인,6.6 조직안전문화,"안전모, 안전화 등 개인보호구
미착용하고 통행중 부딪히거
나 깔림","안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)",1. 개인보호구 착용
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"회로명 미표기로 차단기를 임의조작하여 전기기구 사용중인
근로자 상해",-,"하
(1)","중
(2)","낮음
(2)",1. 회로명 표기
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"외함 시건장치 미설치로 임의
조작중 근로자 감전",-,"하
(1)","중
(2)","낮음
(2)",1. 외함 시건장치 설치
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"콘센트 미설치로 분전함 내부
에서 전선 인출중 감전",-,"중
(2)","대
(3)","높음
(6)",1. 콘센트 외함 파손
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,전기 기계기구가 누전차단기에 연결되어 있지 않아 사용중 누전에 의한 감전,"안전보건규칙
제304조 [누전차단기에 의한 감전방지]","하
(1)","중
(2)","낮음
(2)",1. 누전차단기 설치
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"충전부 내부 보호판 미설치로
조작중 충전부에 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)",1. 충전부 내부 보호판 설치
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,2. 전기적 요인,2.1 감전(안전전압초과),분전반 우수 침투로 누전에 의한 감전,-,"하
(1)","중
(2)","낮음
(2)",1. 우수침투를 막울 수 있게 옥외형 설치
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,전기설비,전류,2. 전기적 요인,2.1 감전(안전전압초과),"분전함내 이물질이 쌓여 누전
되면서 감전",-,"하
(1)","중
(2)","낮음
(2)",1. 이물질 제거
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),"전기 담당자외 근로자가 임의
조작중 감전",-,"하
(1)","중
(2)","낮음
(2)",1. 전기담당자에 의한 조작 실시
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,공구류,전류,5. 작업특성요인,5.4 근로자 실수(휴먼에러),"전기 취급 전용공구를 사용하
지 않고 절연성이 없는 공구로
임의 조작하다가 감전",-,"하
(1)","중
(2)","낮음
(2)",1. 절연용 전기기계기구 사용
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,,전류,5. 작업특성요인,5.4 근로자 실수(휴먼에러),"절연, 접지상태 점검 미흡으로
누전되어 감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)","1. 절연, 접지상태 수시점검"
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,공구류,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),안전 작업절차를 무시하고 분전함의 차단기를 조작하여 연삭기 등 전기기구로 작업중인 근로자 손가락 절단,-,"하
(1)","중
(2)","낮음
(2)",1. 안전 작업절차 준수
가설전기 작업,분전반,가설전기 작업 시 분전반을 설치하는 작업,,전류,6. 작업환경요인,6.6 조직안전문화,"안전모, 절연장갑 사용하지 않고 조작중 충전부에 감전","안전보건규칙
제323조 [절연용 보호구 등의 사용]","하
(1)","중
(2)","낮음
(2)",1. 절연용 개인보호구 착용
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,"전주, 전선",전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"고압선 충전부에 근접 작업시
절연기구를 사용하지 않고 작업
하다가 감전","안전보건규칙
제321조 [충전전로에서의 전기작업]","하
(1)","중
(2)","낮음
(2)",1. 고압선 충전부 근접 작업시 절연기구 사용
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"충전부에 보호판 등 접촉 방지
조치를 하지 않아 충전부에 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)",1. 충전부에 절연조치
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,용접기,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"용접기, 가설 전선 충전부에
테이핑 등 절연 조치를 하지
않아 접촉 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)","1. 충전부에는 보호판, 보호캡 등 방호조치 실시"
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,,전류,2. 전기적 요인,2.1 감전(안전전압초과),"전선의 접속부 절연 부족으로
접촉 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)",1. 전선의 접속부는 절연 조치
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,"전주, 전선",전류,5. 작업특성요인,5.4근로자 실수(휴먼에러),고압선에 접근 한계 거리를 유지하지 않아 감전,"안전보건규칙
제321조 [충전전로에서의 전기작업]","하
(1)","중
(2)","낮음
(2)",1. 고압선 충전부에 근접 작업시 접근한계 거리 유지
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,"전주, 전선",전류,5. 작업특성요인,5.4근로자 실수(휴먼에러),"고압선 충전부에 근접 작업시
절연복 미착용으로 접촉 감전","안전보건규칙
제321조 [충전전로에서의 전기작업]","하
(1)","중
(2)","낮음
(2)",1. 고압선 충전부 근접 작업시에는 절연복 등 착용하고 활선 작업대차 사용
가설전기 작업,충전부,가설전기 작업 시 충전부에 대한 방호조치를 하는 작업,,전류,6. 작업환경요인,6.6 조직안전문화,"안전모, 절연장갑 등 미착용하고 작업중 충전부에 감전","안전보건규칙
제323조 [절연용 보호구 등의 사용]","하
(1)","중
(2)","낮음
(2)",1. 개인보호구 착용
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김,끼임)","톱날 접촉 방지 장치가 미설치
되어 작업중 접촉 절단","안전보건규칙
제101조 [원형톱기계의 톱날접촉예방장치]","하
(1)","중
(2)","낮음
(2)",1. 톱날 등 회전부에는 접촉 방지 장치(덮개 등)설치
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,비산,1. 기계(설비)적 요인,1.4 충돌위험 부분,고속 회전시 이상음을 무시하고 작업중 톱날 비산,,"하
(1)","중
(2)","낮음
(2)",1. 점검 및 수리 실시
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"전선 피복이 벗겨지거나 충전
부가 노출된 상태로 작업중 접
촉 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)",1. 충전부 등 절연 조치
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"콘센트, 플러그 등이 파손된
상태로 사용중 충전부에 감전","안전보건규칙
제301조 [전기 기계 · 기구 등의 충전부 방호]","하
(1)","중
(2)","낮음
(2)","1. 콘센트, 플러그 등 교체"
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"전기 기계기구 조작 스위치 이
상으로 작업중 이상 동작에 의
한 재해 발생",,"하
(1)","중
(2)","낮음
(2)",1. 고장유무 확인하여 교체나 수리 실시
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"작업중 톱날, 덮개 등 부품이
견고하게 고정되지 않아 작업
중 탈락하면서 재해 발생","안전보건규칙
제87조 [원동기 · 회전축 등의 위험 방지]","중
(2)","대
(3)","높음
(6)",1. 덮개 파손
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,,,1. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)","작업장 주변 정리정돈 미실시
로 작업중 걸려 넘어짐","안전보건규칙
제3조 [전도의 방지]","하
(1)","중
(2)","낮음
(2)",1. 작업장 주변 정리정돈
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,전기설비,전류,2. 전기적 요인,2.1 감전(안전전압초과),"누전차단기가 미설치되고 접지
를 하지 않고 기계기구 사용중
감전","안전보건규칙
제304조 [누전차단기에 의한 감전방지]","하
(1)","중
(2)","낮음
(2)",1. 누전차단기 설치
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,공구류,전류,2. 전기적 요인,2.1 감전(안전전압초과),"주기적인 점검 미실시로 접지
등이 탈락된 상태로 작업중 감
전 발생","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","중
(2)","중
(2)","보통
(4)",1. 접지 설치
가설전기 작업,이동식전기기계기구,가설전기 작업 시 이동식 전기기계기구에 대한 방호조치를 하는 작업,개인보호구,파편,6. 작업환경요인,6.6 조직안전문화,"안전모, 보안경 등 미착용하고
작업중, 파편 등에 재해 발생","안전보건규칙
제323조 [절연용 보호구 등의 사용]","하
(1)","중
(2)","낮음
(2)",1. 개인보호구 착용
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,"전주, 전선",전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"접지 단자에 접지선이 탈락된
상태로 전기 기계기구 사용중
감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)",1. 접지단자에 접지선 견고하게 설치
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,,전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,접지봉을 수분이 많고 산류등이 있는 장소에 매입하여 부식에 의한 접지 성능 저하,"안전보건규칙
제314조 [습윤한 장소의 이동전선 등]","하
(1)","중
(2)","낮음
(2)",1. 습기가 없고 부식의 우려가 없는 장소에 설치
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,"전주, 전선",전류,2. 전기적 요인,2.1 감전(안전전압초과),"접지선을 규정품으로 사용하
지 않아 누전시 접지 역할을
하지 못하여 감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)",1. 접지선은 규정품 사용
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,전기설비,전류,2. 전기적 요인,2.1 감전(안전전압초과),"철재 분전함 외함, 전동기계기
구 외함접지 미실시로 사용중
감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)",1. 철재 분전함에 의한 전동 기계기구 외함에 접지 실시
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,,전류,2. 전기적 요인,2.1 감전(안전전압초과),"콘센트 또는 인출 전선에 접지
가 되어 있지 않아 전기 기계
기구 사용중 감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)",1. 콘센트 또는 인출 전선에 접지선 연결
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,,전류,2. 전기적 요인,2.1 감전(안전전압초과),"주기적인 접지 상태 점검 미실
시로 접지 탈락된 상태로 작업
중 감전","안전보건규칙
제302조 [전기 기계 · 기구의 접지]","중
(2)","중
(2)","보통
(4)",1. 접지단자에 접지선 견고하게 설치
가설전기 작업,접지,가설전기 작업 시 전기기계기구 등에 의한 감전 사고를 예방하기 위해 접지를 설치하는 작업,전기설비,전류,6. 작업환경요인,6.6 조직안전문화,"절연장갑 등 미착용하고 접지선
연결 작업중 분전함 등 충전부
에 접촉 감전","안전보건규칙
제323조 [절연용 보호구 등의 사용]","하
(1)","중
(2)","낮음
(2)",1. 절연용 개인보호구 착용
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",크레인 안전장치 고장으로 자재 인양중 낙하,"안전보건규칙
제91조 [고장난 기계의 정비 등]","하
(1)","중
(2)","낮음
(2)",1. 크레인 안전장치 등 주기적 자체점검 실시
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"신호수와 운전원간 신호방법이
통일되지 않아 인양중인 물체
에 충돌","안전보건규칙
제40조 [신호]","하
(1)","중
(2)","낮음
(2)",1. 일정한 신호방법 규정
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"인양물을 2 줄걸이로 체결하지
않아 인양중 흔들리면서 낙하",-,"하
(1)","중
(2)","낮음
(2)",1. 2줄걸이로 체결하고 수평 유지
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"화물 인양시 시운전하지 않고
작업하다가 기계고장으로 인양
물 낙하",-,"하
(1)","중
(2)","낮음
(2)",1. 화물 인양시 시운전 실시
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업","전주, 전선",전류,1. 기계(설비)적 요인,1.4 충돌위험 부분,"고압선 근접 작업시 신호수 없
이 작업하다가 고압선에 감전","안전보건규칙
제89조 [운전 시작 전 조치]","하
(1)","중
(2)","낮음
(2)",1. 신호수 배치
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,자재,1. 기계(설비)적 요인,1.4 충돌위험 부분,"해체 및 인양 작업중 자재가
탈락되어 낙하 또는 인양중인
물체가 균형을 잃고 낙하","안전보건규칙
제137조 [해지장치의 사용]","중
(2)","중
(2)","보통
(4)",1. 후크 해지장치 설치
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",,,5. 작업특성요인,5.4 근로자 실수(휴먼에러),"안전작업수칙 미준수하고 무리
하게 작업중 추락",-,"하
(1)","중
(2)","낮음
(2)",1. 안전작업수칙 수립 및 교육
양중기 작업,타워크레인,"화물 등을 수평, 수직으로 인양하는 타워크레인을 이용한 작업",타워크레인,,6. 작업환경요인,6.6 조직 안전문화,"안전모 등 개인보호구 미착용
하여 작업중 부딪히거나 추락","안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)",1. 개인보호구 착용
양중기 작업,리프트,화물 등을 운반하는 리프트를 이용한 작업,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",리프트 권과 방지 장치 고장으로 탑승구가 상승중 마스트를 넘어 이탈 및 낙하,"안전보건규칙
제91조 [고장난 기계의 정비 등]","하
(1)","중
(2)","낮음
(2)","1. 안전장치를 정기적으로 자체
검사 실시"
양중기 작업,리프트,화물 등을 운반하는 리프트를 이용한 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,1.4 충돌위험 부분,"길이가 긴 자재 등을 리프트에
무리하게 적재하여 운행중 자재가 건물에 걸리면서 낙하","안전보건규칙
제159조 [화물의 낙하 방지]","하
(1)","중
(2)","낮음
(2)",1. 길이가 긴 자재 등을 무리하게 적재하여 운행 금지
양중기 작업,리프트,화물 등을 운반하는 리프트를 이용한 작업,기중기(이동식크레인 등),,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),리프트 각층 출입문이 열린 상태에서 리프트를 탑승하려고 리어카를 끌어 당기던중 리어카와 함께 추락,-,"하
(1)","중
(2)","낮음
(2)",1. 리프트 각층 출입문은 항상 닫혀진 상태로 관리
양중기 작업,리프트,화물 등을 운반하는 리프트를 이용한 작업,리어카,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),리프트 각층 출입문이 열린 상태에서 리프트를 탑승하려고 리어카를 끌어 당기던중 리어카와 함께 추락,-,"하
(1)","중
(2)","낮음
(2)",1. 리프트 각층 출입문은 항상 닫혀진 상태로 관리
